UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
486821,64769,74190,89.23,67,22807,45,1446,7/9/1984,Salaried,3/9/2018,6,1998,1,1,0,0,0,0,786,B-Very Low Risk,3,2,0,676,36154,23374,0,0,0,0,0,0,0,0,0,0,2yrs 1mon,2yrs 3mon,1,0
478647,53278,61330,89.68,67,22807,45,1497,1/6/1974,Salaried,30-08-18,6,1998,1,0,0,1,0,0,300,M-Very High Risk,7,2,1,0,69900,69900,0,0,0,0,0,0,3300,0,0,0,1yrs 3mon,2yrs 9mon,0,1
479533,49478,57010,89.46,67,22807,45,1497,16-08-84,Salaried,30-08-18,6,1998,1,1,0,0,0,0,738,C-Very Low Risk,10,5,0,79750,187000,187000,0,0,0,0,0,0,23309,0,1,0,1yrs 0mon,2yrs 1mon,4,1
483869,49278,57080,89.35,67,22807,45,1495,18-02-73,Self employed,31-08-18,6,1998,1,1,0,0,0,0,300,M-Very High Risk,5,5,3,95597,179252,179252,0,0,0,0,0,0,3514,0,0,0,3yrs 11mon,7yrs 2mon,0,1
600655,47549,61400,79.8,67,22807,45,1440,5/7/1994,Salaried,22-10-18,6,1998,1,0,0,1,0,0,17,Not Scored: Not Enough Info available on the customer,1,0,0,0,0,0,0,0,0,0,0,0,7900,0,1,0,0yrs 1mon,0yrs 1mon,0,1
513916,57713,65750,89.28,67,22807,45,1440,1/6/1976,Self employed,18-09-18,6,1998,1,1,0,0,0,0,300,M-Very High Risk,6,4,2,29069,1067200,1067200,0,0,0,0,0,0,47100,0,1,1,2yrs 6mon,5yrs 6mon,0,0
522020,53503,62100,87.28,67,22807,45,1498,27-02-83,Self employed,20-09-18,6,1998,1,1,0,0,0,0,688,E-Low Risk,13,8,0,1076657,2277048,2277048,0,0,0,0,0,0,4982,0,1,0,1yrs 10mon,4yrs 7mon,0,0
492995,70017,86760,82.99,67,22807,45,1479,10/8/1988,Self employed,6/9/2018,6,1998,1,0,0,1,0,0,585,I-Medium Risk,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 9mon,1yrs 9mon,0,1
568857,58259,68500,86.13,67,22807,45,1468,16-04-80,Self employed,11/10/2018,6,1998,1,1,0,0,0,0,615,H-Medium Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 11mon,0yrs 11mon,1,1
590630,58013,69650,84.71,67,22807,45,1497,1/11/1978,Self employed,20-10-18,6,1998,1,1,0,0,0,0,750,C-Very Low Risk,9,1,0,134499,32198,32198,0,0,0,0,0,0,557,0,1,0,0yrs 6mon,0yrs 10mon,1,0
467015,31184,57110,56.91,67,22807,45,1498,29-02-84,Salaried,27-08-18,6,1998,1,1,0,0,0,0,801,B-Very Low Risk,7,5,0,1338774,2306289,2291743,0,0,0,0,0,0,11083,0,0,0,2yrs 9mon,5yrs 10mon,2,0
563215,43594,78256,57.5,67,22744,86,1499,14-07-94,Self employed,8/10/2018,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
513139,54513,61900,89.66,67,22807,45,1468,31-05-79,Self employed,17-09-18,6,1998,1,0,0,1,0,0,738,C-Very Low Risk,1,1,0,6690,25200,25200,0,0,0,0,0,0,1700,0,0,0,1yrs 3mon,1yrs 3mon,0,0
498082,73123,92900,79.66,67,22807,45,1480,2/1/1989,Self employed,10/9/2018,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
586411,55213,68600,83.09,67,22807,45,1494,1/1/1986,Salaried,18-10-18,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
440293,53713,61780,89.83,67,22807,45,1468,2/8/1968,Self employed,16-08-18,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
566763,57713,68040,86.27,67,22807,45,1497,1/1/1976,Self employed,10/10/2018,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
605314,57513,65750,88.97,67,22807,45,1497,12/9/1972,Self employed,23-10-18,6,1998,1,1,0,0,0,0,615,H-Medium Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3yrs 1mon,3yrs 1mon,1,1
519075,54513,61900,89.66,67,22807,45,1473,27-06-69,Self employed,19-09-18,6,1998,1,1,0,0,0,0,730,D-Very Low Risk,5,3,0,101518,162800,162800,0,0,0,0,0,0,8972,0,1,0,2yrs 0mon,5yrs 4mon,0,0
551137,45349,60300,76.29,67,22807,45,1501,1/1/1974,Self employed,30-09-18,6,1998,1,1,0,0,0,0,758,C-Very Low Risk,5,3,0,909093,1442349,1442349,0,0,0,0,0,0,0,0,0,0,2yrs 0mon,2yrs 9mon,0,0
525983,46549,69518,69.05,67,22744,86,1480,23-05-90,Salaried,21-09-18,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
501823,57259,70100,82.74,67,22807,45,1497,1/6/1966,Salaried,12/9/2018,6,1998,1,0,0,1,0,0,768,B-Very Low Risk,7,3,0,324323,604845,604845,0,0,0,0,0,0,1219,0,1,0,1yrs 10mon,4yrs 10mon,0,0
451537,42594,60630,72.57,67,22807,45,1497,29-07-96,Self employed,21-08-18,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
439084,50678,58300,89.88,67,22807,45,1474,1/6/1977,Self employed,14-08-18,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
584660,53078,64280,84.01,67,22807,45,1497,5/10/1993,Self employed,17-10-18,6,1998,1,1,0,0,0,0,610,H-Medium Risk,1,0,0,0,0,0,0,0,0,0,0,0,2111,0,0,0,0yrs 4mon,0yrs 4mon,1,1
606338,56013,63930,89.16,67,22807,45,1502,22-09-86,Self employed,23-10-18,6,1998,1,1,0,0,0,0,653,F-Low Risk,9,6,0,3878357,4015900,4015900,0,0,0,0,0,0,126287,0,4,0,0yrs 11mon,4yrs 0mon,1,1
641415,58013,65838,89.61,67,22807,45,1497,1/1/1991,Self employed,30-10-18,6,1998,1,1,0,0,0,0,413,K-High Risk,13,3,1,19121,91161,91161,0,0,0,0,0,0,22427,0,0,2,1yrs 1mon,2yrs 1mon,4,0
590213,55759,63100,89.54,67,22807,45,1492,19-06-77,Self employed,20-10-18,6,1998,1,1,0,0,0,0,709,D-Very Low Risk,4,3,0,18518,77480,77480,0,0,0,0,0,0,0,0,2,0,1yrs 9mon,3yrs 9mon,4,0
422926,50578,58400,89.55,67,22807,45,1577,16-08-96,Salaried,6/8/2018,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
557071,51303,66450,78.25,67,22807,45,1499,1/6/1969,Salaried,4/10/2018,6,1998,1,1,0,0,0,0,719,D-Very Low Risk,5,2,0,8000,145000,145000,0,0,0,0,0,0,0,0,0,0,1yrs 3mon,2yrs 11mon,0,0
582949,40894,61230,67.78,67,22807,45,1497,7/2/1993,Self employed,16-10-18,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
596436,42894,70600,61.61,67,22807,45,1497,20-06-82,Self employed,21-10-18,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
507978,64282,74290,89.11,67,22807,45,1474,1/6/1990,Salaried,15-09-18,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
529381,57213,64750,89.88,67,22807,45,1502,27-11-76,Salaried,23-09-18,6,1998,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 11mon,0yrs 11mon,0,0
480958,68082,79806,87.71,67,22744,86,1504,5/3/1990,Salaried,31-08-18,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
566809,48349,67650,72.43,67,22807,45,1497,15-01-93,Salaried,10/10/2018,6,1998,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,155000,155000,155000,0,0,0,0,0,0,0,0,1,0,0yrs 0mon,0yrs 0mon,1,0
585779,61013,68850,89.76,67,22807,45,1501,1/6/1986,Self employed,17-10-18,6,1998,1,1,0,0,0,0,701,E-Low Risk,9,2,0,157671,214800,214800,0,0,0,0,0,0,2667,0,0,0,0yrs 5mon,1yrs 8mon,0,1
559601,54078,70000,78.57,67,22807,45,1497,25-03-74,Salaried,6/10/2018,6,1998,1,1,0,0,0,0,626,H-Medium Risk,4,4,1,2470898,2836417,2836417,0,0,0,0,0,0,29840,0,0,0,2yrs 6mon,5yrs 2mon,1,0
612741,57613,68950,84.99,67,22807,45,1499,14-09-80,Self employed,24-10-18,6,1998,1,1,0,0,0,0,717,D-Very Low Risk,1,1,0,3793,49597,49597,0,0,0,0,0,0,1956,0,0,0,2yrs 10mon,2yrs 10mon,1,1
518864,58413,66100,89.86,67,22807,45,1494,1/1/1986,Self employed,19-09-18,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
604357,58459,71200,84.27,67,22807,45,1495,25-04-71,Salaried,23-10-18,6,1998,1,1,0,0,0,0,692,E-Low Risk,2,2,0,20865,93201,93201,0,0,0,0,0,0,2000,0,1,0,1yrs 7mon,2yrs 10mon,0,0
468164,49478,57520,88.66,67,22807,45,1497,1/6/1989,Self employed,28-08-18,6,1998,1,1,0,0,0,0,501,K-High Risk,2,1,1,1959,364800,364800,0,0,0,0,0,0,0,0,0,0,3yrs 9mon,5yrs 4mon,0,1
557082,55513,67950,83.15,67,22807,45,1497,4/6/1994,Salaried,4/10/2018,6,1998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
503444,53599,66115,84.7,78,17014,45,2071,6/8/1984,Salaried,13-09-18,4,1646,1,1,0,0,0,0,693,E-Low Risk,10,9,0,3656027,3690603,3690603,0,0,0,0,0,0,28721,0,6,0,0yrs 4mon,1yrs 2mon,3,0
650644,53040,67067,82.73,78,17014,45,2071,19-09-84,Salaried,31-10-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
493777,50475,62413,84.6,78,17014,45,2071,1/1/1995,Salaried,7/9/2018,4,1646,1,1,0,0,0,0,762,B-Very Low Risk,3,1,0,2412,36920,36920,0,0,0,0,0,0,0,0,0,0,1yrs 2mon,1yrs 5mon,0,0
508030,49458,63000,82.54,78,17014,45,2095,28-06-93,Salaried,15-09-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
482553,48693,65500,77.86,78,17014,45,2102,1/1/1976,Salaried,31-08-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
460555,48500,59313,83.79,78,17014,45,2070,1/6/1964,Salaried,24-08-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
548388,48693,62577,81.5,78,17014,45,2070,10/6/1976,Salaried,29-09-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
584610,54273,66855,86.75,78,17014,45,2069,2/9/1978,Salaried,17-10-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
529422,43869,62577,71.91,78,17014,45,2099,1/1/1984,Salaried,23-09-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
558851,50673,62577,84.7,78,17014,45,2099,1/1/1972,Salaried,5/10/2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
539731,49458,63000,82.54,78,17014,45,2102,1/1/1995,Salaried,26-09-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
566438,45268,62577,76.23,78,17014,45,2099,1/1/1985,Salaried,10/10/2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
600956,50943,63896,85.29,78,17014,45,2099,1/1/1985,Salaried,22-10-18,4,1646,1,1,0,0,0,0,300,M-Very High Risk,4,0,1,0,0,0,0,0,0,0,0,0,1780,0,0,0,1yrs 0mon,2yrs 1mon,0,0
576901,49713,68000,77.94,78,17014,45,2103,1/1/1991,Self employed,14-10-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
517611,46759,62577,78.3,78,17014,45,2102,1/1/1967,Salaried,19-09-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
502229,49458,63000,82.54,78,17014,45,2102,1/1/1985,Salaried,12/9/2018,4,1646,1,1,0,0,0,0,749,C-Very Low Risk,2,2,0,5428,63500,63500,0,0,0,0,0,0,4248,0,0,0,1yrs 9mon,2yrs 9mon,0,1
524678,54343,68862,82.77,78,17014,45,2071,1/1/1983,Salaried,21-09-18,4,1646,1,1,0,0,0,0,702,E-Low Risk,9,1,0,79569,80000,80000,0,0,0,0,0,0,5154,0,1,0,1yrs 2mon,2yrs 1mon,2,0
558406,42874,63840,68.92,78,17014,45,2102,1/1/1995,Salaried,5/10/2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
573625,54273,71840,80.73,78,17014,45,2102,1/1/1967,Salaried,13-10-18,4,1646,1,1,0,0,0,0,18,Not Scored: No Updates available in last 36 months,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12yrs 10mon,12yrs 10mon,0,0
433647,48468,65500,77.86,78,17014,45,2100,1/1/1980,Salaried,11/8/2018,4,1646,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,58558,48220,48220,0,0,0,0,0,0,0,0,1,0,0yrs 2mon,0yrs 2mon,0,1
546769,50046,70516,72.75,78,17014,45,2070,1/1/1993,Salaried,28-09-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
616998,47773,63306,80.56,78,17014,45,2070,5/5/1988,Salaried,25-10-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
639238,46548,63306,78.82,78,17014,45,2070,1/1/1973,Salaried,29-10-18,4,1646,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,0,12000,12000,0,0,0,0,0,0,0,0,0,0,0yrs 10mon,0yrs 10mon,0,0
652747,54131,69936,82.36,78,17014,45,2069,1/1/1986,Salaried,31-10-18,4,1646,1,1,0,0,0,0,749,C-Very Low Risk,11,2,0,45639,75000,75000,0,0,0,0,0,0,22267,0,1,0,1yrs 2mon,2yrs 2mon,5,1
584459,50743,66115,78.65,78,17014,45,2069,20-02-83,Salaried,17-10-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
653618,48258,63896,80.6,78,17014,45,2075,1/1/1986,Salaried,31-10-18,4,1646,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,51500,51500,51500,0,0,0,0,0,0,0,0,1,0,0yrs 0mon,0yrs 0mon,0,0
596844,47773,63306,80.56,78,17014,45,2074,1/1/1970,Salaried,22-10-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
431923,44779,62852,74.78,78,17014,45,2077,1/6/1970,Salaried,10/8/2018,4,1646,1,1,0,0,0,0,599,I-Medium Risk,5,2,1,34922,60000,60000,0,0,0,0,0,0,11759,0,1,1,0yrs 8mon,0yrs 11mon,1,0
576883,45814,66115,71.09,78,17014,45,2069,20-03-93,Salaried,14-10-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
434752,48468,60410,84.42,78,17014,45,2101,1/1/1978,Salaried,12/8/2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
521436,44819,66487,69.19,78,17014,45,2099,1/6/1969,Salaried,20-09-18,4,1646,1,1,0,0,0,0,824,A-Very Low Risk,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 6mon,3yrs 8mon,0,0
508182,50673,63840,83.02,78,17014,45,2098,1/1/1997,Salaried,15-09-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
463163,37939,64500,62.02,78,17014,45,2103,1/1/1978,Salaried,25-08-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
525234,52428,67405,81.6,78,17014,45,2099,5/8/1998,,21-09-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
637252,51653,63896,86.08,78,17014,45,2079,24-02-99,,29-10-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
594321,52818,63896,88.42,78,17014,45,2071,1/1/1983,Salaried,21-10-18,4,1646,1,1,0,0,0,0,575,I-Medium Risk,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0yrs 0mon,0yrs 0mon,0,1
639321,51428,64840,84.82,78,17014,45,2095,12/7/1994,Salaried,30-10-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,4,0
584433,49488,63306,83.72,78,17014,45,2069,27-11-98,,17-10-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
573647,51663,68000,79.41,78,17014,45,2103,1/1/1979,Salaried,13-10-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
465389,49458,62852,82.73,78,17014,45,2042,1/1/1993,Salaried,26-08-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
501910,52508,66246,81.51,78,17014,45,2069,6/6/1975,Salaried,12/9/2018,4,1646,1,1,0,0,0,0,300,M-Very High Risk,36,11,2,327845,489490,489490,0,0,0,0,0,0,40747,0,3,1,1yrs 3mon,7yrs 5mon,0,0
543968,55333,73805,78.59,78,17014,45,2071,11/1/1983,Salaried,28-09-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
427177,38939,59313,67.44,78,17014,45,2070,1/1/1978,Salaried,8/8/2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
603152,49713,63896,82.95,78,17014,45,2070,1/1/1968,Self employed,23-10-18,4,1646,1,1,0,0,0,0,607,H-Medium Risk,8,2,0,2131369,3254115,3254115,0,0,0,0,0,0,2884,0,0,0,2yrs 5mon,4yrs 0mon,0,0
493843,49458,63000,82.54,78,17014,45,2103,9/4/1990,Salaried,7/9/2018,4,1646,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,282809,292906,292906,0,0,0,0,0,0,0,0,1,0,0yrs 2mon,0yrs 2mon,0,1
515149,40884,59313,70.81,78,17014,45,2099,24-02-98,,18-09-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
639803,50295,67528,77.92,78,17014,45,2101,1/1/1977,Salaried,30-10-18,4,1646,1,1,0,0,0,0,819,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1328,0,0,0,1yrs 0mon,1yrs 0mon,0,0
478080,44575,59540,78.94,78,17014,45,2101,1/1/1990,Salaried,30-08-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
628799,49973,63306,84.51,78,17014,45,2069,24-05-93,Salaried,27-10-18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
